Station,Brand,Street,City,State,Regular_Price,Regular_Timestamp,Diesel_Price,Day_Type,Classification,Zip_Code
SUNNYS FOOD MART,Gulf,3797 PA-115,Blakeslee,PA,4.199,13APR2026,6.199,Weekday,Rural,18610
WAWA #159,Wawa,296 PA-940,Blakeslee,PA,4.039,14APR2026,5.999,Weekday,Rural,18610
ARV FOODMART,Exxon,5663 Route 115,Blakeslee,PA,4.039,14APR2026,,Weekday,Rural,18610
ONVO TRAVEL PLAZA - BLAKESLEE,Onvo,100 Commercial Blvd,Blakeslee,PA,4.039,14APR2026,5.899,Weekday,Rural,18610
Conoco,Conoco,5289 Route 115,Blakeslee,PA,4.039,14APR2026,5.799,Weekday,Rural,18610
SUNNYS FOOD MART,Gulf,3797 PA-115,Blakeslee,PA,4.199,14APR2026,6.199,Weekday,Rural,18610
WAWA #159,Wawa,296 PA-940,Blakeslee,PA,3.949,15APR2026,5.899,Weekday,Rural,18610
Conoco,Conoco,5289 Route 115,Blakeslee,PA,3.969,15APR2026,5.799,Weekday,Rural,18610
ARV FOODMART,Exxon,5663 Route 115,Blakeslee,PA,3.979,15APR2026,,Weekday,Rural,18610
ONVO TRAVEL PLAZA - BLAKESLEE,Onvo,100 Commercial Blvd,Blakeslee,PA,3.999,15APR2026,5.899,Weekday,Rural,18610
SUNNYS FOOD MART,Gulf,3797 PA-115,Blakeslee,PA,4.099,15APR2026,,Weekday,Rural,18610
WAWA #159,Wawa,296 PA-940,Blakeslee,PA,3.949,16APR2026,5.879,Weekday,Rural,18610
ARV FOODMART,Exxon,5663 Route 115,Blakeslee,PA,3.949,16APR2026,,Weekday,Rural,18610
ONVO TRAVEL PLAZA - BLAKESLEE,Onvo,100 Commercial Blvd,Blakeslee,PA,3.949,16APR2026,5.899,Weekday,Rural,18610
Conoco,Conoco,5289 Route 115,Blakeslee,PA,3.949,16APR2026,5.799,Weekday,Rural,18610
SUNNYS FOOD MART,Gulf,3797 PA-115,Blakeslee,PA,4.099,16APR2026,,Weekday,Rural,18610
WAWA #159,Wawa,296 PA-940,Blakeslee,PA,3.949,17APR2026,5.859,Weekday,Rural,18610
ARV FOODMART,Exxon,5663 ROUTE 115,Blakeslee,PA,3.949,17APR2026,,Weekday,Rural,18610
Conoco,Conoco,5289 ROUTE 115,Blakeslee,PA,3.949,17APR2026,5.799,Weekday,Rural,18610
ONVO TRAVEL PLAZA - BLAKESLEE,Onvo,100 COMMERCIAL BLVD,Blakeslee,PA,3.979,17APR2026,5.799,Weekday,Rural,18610
SUNNYS FOOD MART,Gulf,3797 PA-115,Blakeslee,PA,4.099,17APR2026,6.199,Weekday,Rural,18610
WAWA #159,Wawa,296 PA-940,Blakeslee,PA,3.919,18APR2026,5.809,Weekend,Rural,18610
ARV FOODMART,Exxon,5663 ROUTE 115,Blakeslee,PA,3.949,18APR2026,,Weekend,Rural,18610
Conoco,Conoco,5289 ROUTE 115,Blakeslee,PA,3.949,18APR2026,5.799,Weekend,Rural,18610
ONVO TRAVEL PLAZA - BLAKESLEE,Onvo,100 COMMERCIAL BLVD,Blakeslee,PA,3.979,18APR2026,5.859,Weekend,Rural,18610
SUNNYS FOOD MART,Gulf,3797 PA-115,Blakeslee,PA,4.099,18APR2026,6.199,Weekend,Rural,18610
WAWA #159,Wawa,296 PA-940,Blakeslee,PA,3.919,19APR2026,,Weekend,Rural,18610
Conoco,Conoco,5289 ROUTE 115,Blakeslee,PA,3.949,19APR2026,,Weekend,Rural,18610
ONVO TRAVEL PLAZA - BLAKESLEE,Onvo,100 COMMERCIAL BLVD,Blakeslee,PA,3.979,19APR2026,5.799,Weekend,Rural,18610
SUNNYS FOOD MART,Gulf,3797 PA-115,Blakeslee,PA,4.099,19APR2026,,Weekend,Rural,18610
Wawa #159,Wawa,296 PA-940,Blakeslee,PA,3.919,20APR2026,5.849,Weekday,Rural,18610
ARV Foodmart,Exxon,5663 Route 115,Blakeslee,PA,3.919,20APR2026,,Weekday,Rural,18610
Conoco,Conoco,5289 Route 115,Blakeslee,PA,3.919,20APR2026,5.799,Weekday,Rural,18610
Onvo Travel Plaza – Blakeslee,Onvo,100 Commercial Blvd,Blakeslee,PA,3.939,20APR2026,5.819,Weekday,Rural,18610
Sunnys Food Mart,Gulf,3797 PA-115,Blakeslee,PA,3.999,20APR2026,6.199,Weekday,Rural,18610
WAWA #159,Wawa,296 PA-940,Blakeslee,PA,3.919,21APR2026,5.809,Weekday,Rural,18610
ARV FOODMART,Exxon,5663 ROUTE 115,Blakeslee,PA,3.919,21APR2026,,Weekday,Rural,18610
Conoco,Conoco,5289 ROUTE 115,Blakeslee,PA,3.919,21APR2026,5.799,Weekday,Rural,18610
ONVO TRAVEL PLAZA - BLAKESLEE,Onvo,100 COMMERCIAL BLVD,Blakeslee,PA,3.939,21APR2026,5.759,Weekday,Rural,18610
SUNNYS FOOD MART,Gulf,3797 PA-115,Blakeslee,PA,4.099,21APR2026,6.199,Weekday,Rural,18610
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,3.839,01APR2026,5.879,Weekday,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 ROUTE 873,Schnecksville,PA,3.859,01APR2026,,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,4.199,01APR2026,5.699,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,4.199,01APR2026,5.999,Weekday,Urban,18078
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,3.839,01APR2026,5.879,Weekday,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 ROUTE 873,Schnecksville,PA,3.959,02APR2026,,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,4.199,02APR2026,5.899,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,4.199,02APR2026,5.999,Weekday,Urban,18078
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,3.899,03APR2026,5.879,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,4.199,03APR2026,5.899,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,4.199,03APR2026,5.999,Weekday,Urban,18078
BINNY MART,Unbranded,4481 Mauch Chunk Rd,Coplay,PA,3.899,04APR2026,5.879,Weekend,Urban,18078
SPEEDWAY #6750,Speedway,3640 Route 309,Orefield,PA,4.099,04APR2026,6.299,Weekend,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 Route 309,Schnecksville,PA,4.199,04APR2026,5.899,Weekend,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 Route 873,Schnecksville,PA,3.959,05APR2026,,Weekend,Urban,18078
SPEEDWAY #6750,Speedway,3640 Route 309,Orefield,PA,4.099,05APR2026,6.299,Weekend,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 ROUTE 873,Schnecksville,PA,3.959,06APR2026,,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,4.059,06APR2026,6.299,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,4.099,06APR2026,5.899,Weekday,Urban,18078
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,4.199,06APR2026,5.999,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,4.059,07APR2026,6.299,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,4.099,07APR2026,,Weekday,Urban,18078
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,4.199,07APR2026,5.999,Weekday,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 ROUTE 873,Schnecksville,PA,3.999,08APR2026,,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,4.099,08APR2026,,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,4.099,08APR2026,5.999,Weekday,Urban,18078
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,4.199,08APR2026,5.999,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,3.959,09APR2026,,Weekday,Urban,18078
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,3.959,09APR2026,5.599,Weekday,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 ROUTE 873,Schnecksville,PA,3.999,09APR2026,,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,4.019,09APR2026,5.899,Weekday,Urban,18078
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,3.959,10APR2026,5.599,Weekday,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 ROUTE 873,Schnecksville,PA,3.999,10APR2026,,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,3.999,10APR2026,,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,4.019,10APR2026,5.899,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,3.999,11APR2026,,Weekend,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,3.999,11APR2026,5.899,Weekend,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,3.999,12APR2026,,Weekend,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,3.999,12APR2026,5.899,Weekend,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 ROUTE 873,Schnecksville,PA,3.859,13APR2026,,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,3.999,13APR2026,,Weekday,Urban,18078
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,3.999,13APR2026,5.459,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,3.999,13APR2026,5.899,Weekday,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 Route 873,Schnecksville,PA,3.799,14APR2026,,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 Route 309,Schnecksville,PA,3.999,14APR2026,,Weekday,Urban,18078
BINNY MART,Unbranded,4481 Mauch Chunk Rd,Coplay,PA,3.999,14APR2026,,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 Route 309,Orefield,PA,3.999,14APR2026,5.899,Weekday,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 Route 873,Schnecksville,PA,3.799,15APR2026,,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 Route 309,Schnecksville,PA,3.999,15APR2026,,Weekday,Urban,18078
BINNY MART,Unbranded,4481 Mauch Chunk Rd,Coplay,PA,3.999,15APR2026,5.459,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 Route 309,Orefield,PA,3.999,15APR2026,5.899,Weekday,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 Route 873,Schnecksville,PA,3.799,16APR2026,,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 Route 309,Orefield,PA,3.959,16APR2026,5.899,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 Route 309,Schnecksville,PA,3.999,16APR2026,5.899,Weekday,Urban,18078
BINNY MART,Unbranded,4481 Mauch Chunk Rd,Coplay,PA,3.999,16APR2026,5.459,Weekday,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 ROUTE 873,Schnecksville,PA,3.799,17APR2026,,Weekday,Urban,18078
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,3.899,17APR2026,5.399,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,3.959,17APR2026,5.899,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,3.999,17APR2026,5.899,Weekday,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 ROUTE 873,Schnecksville,PA,3.799,18APR2026,,Weekend,Urban,18078
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,3.899,17APR2026,5.399,Weekend,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,3.959,18APR2026,5.899,Weekend,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,3.959,18APR2026,5.899,Weekend,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,3.959,19APR2026,,Weekend,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,3.959,19APR2026,5.899,Weekend,Urban,18078
Weis Markets,Gas N Go (Weis),5020 Route 873,Schnecksville,PA,3.799,20APR2026,,Weekday,Urban,18078
Speedway #6750,Speedway,3640 Route 309,Orefield,PA,3.819,20APR2026,5.899,Weekday,Urban,18078
Square One Markets #111,Square One Markets,4111 Route 309,Schnecksville,PA,3.859,20APR2026,5.899,Weekday,Urban,18078
Binny Mart,Unbranded,4481 Mauch Chunk Rd,Coplay,PA,3.899,20APR2026,5.399,Weekday,Urban,18078
WEIS MARKETS,Gas N Go (Weis),5020 ROUTE 873,Schnecksville,PA,3.799,21APR2026,,Weekday,Urban,18078
SQUARE ONE MARKETS #111,Square One Markets,4111 ROUTE 309,Schnecksville,PA,3.859,21APR2026,5.899,Weekday,Urban,18078
BINNY MART,Unbranded,4481 MAUCH CHUNK RD,Coplay,PA,3.899,21APR2026,5.399,Weekday,Urban,18078
SPEEDWAY #6750,Speedway,3640 ROUTE 309,Orefield,PA,3.999,21APR2026,5.899,Weekday,Urban,18078
WEIS GAS AND GO,Gas N Go (Weis),1916 LYCOMING CREEK RD,Williamsport,PA,3.799,31MAR2026,5.699,Weekday,Rural,17701
Wawa #8220,Wawa,164 MAYNARD ST,Williamsport,PA,3.799,01APR2026,5.999,Weekday,Rural,17701
UNI-MART #330,Uni-Mart,2306 LYCOMING CREEK RD,Williamsport,PA,3.899,01APR2026,5.559,Weekday,Rural,17701
HARVEST MOON,Unbranded,535 ARCH ST,Williamsport,PA,3.899,01APR2026,5.799,Weekday,Rural,17701
KWIK FILL #192,Kwik Fill,2705 W 4TH ST,Williamsport,PA,3.899,01APR2026,,Weekday,Rural,17701
KWIK FILL #194,Kwik Fill,843 US HIGHWAY 15,Williamsport,PA,3.899,01APR2026,5.999,Weekday,Rural,17701
6th and High Mini Mart,Unbranded,1037 HIGH ST,Williamsport,PA,3.959,01APR2026,,Weekday,Rural,17701
HELLERS MARKET,Exxon,1941 LYCOMING CREEK RD,Williamsport,PA,3.999,01APR2026,,Weekday,Rural,17701
KWIK FILL #193,Kwik Fill,2601 LYCOMING CREEK RD,Williamsport,PA,3.999,01APR2026,,Weekday,Rural,17701
7-ELEVEN #40423,7-Eleven,1601 DEWEY AVE,Williamsport,PA,3.999,01APR2026,,Weekday,Rural,17701
CONOCO,Conoco,1431 HIGH ST,Williamsport,PA,3.999,31MAR2026,,Weekday,Rural,17701
COWDENS FAMILY MARKET,Sunoco,3725 LYCOMING CREEK RD,Cogan Station,PA,3.999,01APR2026,5.999,Weekday,Rural,17701
SHEETZ #336,Sheetz,105 MAYNARD ST,Williamsport,PA,3.999,01APR2026,5.999,Weekday,Rural,17701
YOUR CHOICE,CITGO,653 WASHINGTON BLVD,Williamsport,PA,3.999,31MAR2026,,Weekday,Rural,17701
EXXON,Exxon,1220 RIVER AVE,Williamsport,PA,3.999,01APR2026,,Weekday,Rural,17701
SUNOCO,Sunoco,1300 WASHINGTON BLVD,Williamsport,PA,3.999,01APR2026,,Weekday,Rural,17701
SHEETZ #283,Sheetz,330 WESTMINSTER DR,Williamsport,PA,3.999,01APR2026,5.999,Weekday,Rural,17701
MINIT MART #243,Nittany Minitmart,2300 W 4TH ST,Williamsport,PA,4.199,01APR2026,,Weekday,Rural,17701
MINIT MART #249,Nittany Minitmart,1450 E 3RD ST,Williamsport,PA,4.199,01APR2026,5.999,Weekday,Rural,17701
TURKEY HILL MINIT MARKET #950210,Turkey Hill,700 WASHINGTON BLVD,Williamsport,PA,,,,Weekday,Rural,17701
WEIS GAS AND GO,Gas N Go (Weis),1916 LYCOMING CREEK RD,Williamsport,PA,3.799,31MAR2026,5.699,Weekday,Rural,17701
HARVEST MOON,Unbranded,535 ARCH ST,Williamsport,PA,3.899,02APR2026,5.799,Weekday,Rural,17701
Wawa #8220,Wawa,164 MAYNARD ST,Williamsport,PA,3.899,02APR2026,5.999,Weekday,Rural,17701
KWIK FILL #192,Kwik Fill,2705 W 4TH ST,Williamsport,PA,3.899,02APR2026,,Weekday,Rural,17701
KWIK FILL #194,Kwik Fill,843 US HIGHWAY 15,Williamsport,PA,3.899,01APR2026,5.999,Weekday,Rural,17701
6th and High Mini Mart,Unbranded,1037 HIGH ST,Williamsport,PA,3.979,02APR2026,,Weekday,Rural,17701
UNI-MART #330,Uni-Mart,2306 LYCOMING CREEK RD,Williamsport,PA,3.999,02APR2026,5.559,Weekday,Rural,17701
HELLERS MARKET,Exxon,1941 LYCOMING CREEK RD,Williamsport,PA,3.999,02APR2026,,Weekday,Rural,17701
KWIK FILL #193,Kwik Fill,2601 LYCOMING CREEK RD,Williamsport,PA,3.999,02APR2026,,Weekday,Rural,17701
7-ELEVEN #40423,7-Eleven,1601 DEWEY AVE,Williamsport,PA,3.999,02APR2026,,Weekday,Rural,17701
CONOCO,Conoco,1431 HIGH ST,Williamsport,PA,3.999,02APR2026,,Weekday,Rural,17701
COWDENS FAMILY MARKET,Sunoco,3725 LYCOMING CREEK RD,Cogan Station,PA,3.999,02APR2026,5.999,Weekday,Rural,17701
YOUR CHOICE,CITGO,653 WASHINGTON BLVD,Williamsport,PA,3.999,31MAR2026,,Weekday,Rural,17701
TURKEY HILL MINIT MARKET #950210,Turkey Hill,700 WASHINGTON BLVD,Williamsport,PA,3.999,02APR2026,,Weekday,Rural,17701
EXXON,Exxon,1220 RIVER AVE,Williamsport,PA,3.999,02APR2026,,Weekday,Rural,17701
MINIT MART #243,Nittany Minitmart,2300 W 4TH ST,Williamsport,PA,4.199,02APR2026,,Weekday,Rural,17701
SHEETZ #336,Sheetz,105 MAYNARD ST,Williamsport,PA,4.199,02APR2026,6.299,Weekday,Rural,17701
SUNOCO,Sunoco,1300 WASHINGTON BLVD,Williamsport,PA,4.199,02APR2026,,Weekday,Rural,17701
MINIT MART #249,Nittany Minitmart,1450 E 3RD ST,Williamsport,PA,4.199,02APR2026,6.299,Weekday,Rural,17701
SHEETZ #283,Sheetz,330 WESTMINSTER DR,Williamsport,PA,4.199,02APR2026,6.299,Weekday,Rural,17701
WEIS GAS AND GO,Gas N Go (Weis),1916 LYCOMING CREEK RD,Williamsport,PA,3.599,03APR2026,5.699,Weekday,Rural,17701
KWIK FILL #192,Kwik Fill,2705 W 4TH ST,Williamsport,PA,3.899,03APR2026,,Weekday,Rural,17701
UNI-MART #330,Uni-Mart,2306 LYCOMING CREEK RD,Williamsport,PA,3.999,03APR2026,5.559,Weekday,Rural,17701
HELLERS MARKET,Exxon,1941 LYCOMING CREEK RD,Williamsport,PA,3.999,03APR2026,,Weekday,Rural,17701
7-ELEVEN #40423,7-Eleven,1601 DEWEY AVE,Williamsport,PA,3.999,03APR2026,,Weekday,Rural,17701
HARVEST MOON,Unbranded,535 ARCH ST,Williamsport,PA,3.999,03APR2026,5.799,Weekday,Rural,17701
COWDENS FAMILY MARKET,Sunoco,3725 LYCOMING CREEK RD,Cogan Station,PA,3.999,03APR2026,5.999,Weekday,Rural,17701
Wawa #8220,Wawa,164 MAYNARD ST,Williamsport,PA,3.999,03APR2026,5.999,Weekday,Rural,17701
SHEETZ #336,Sheetz,105 MAYNARD ST,Williamsport,PA,3.999,03APR2026,5.999,Weekday,Rural,17701
SHEETZ #283,Sheetz,330 WESTMINSTER DR,Williamsport,PA,3.999,03APR2026,5.999,Weekday,Rural,17701
KWIK FILL #194,Kwik Fill,843 US HIGHWAY 15,Williamsport,PA,3.999,03APR2026,5.999,Weekday,Rural,17701
MINIT MART #243,Nittany Minitmart,2300 W 4TH ST,Williamsport,PA,4.199,03APR2026,,Weekday,Rural,17701
EXXON,Exxon,1220 RIVER AVE,Williamsport,PA,4.199,03APR2026,,Weekday,Rural,17701
SUNOCO,Sunoco,1300 WASHINGTON BLVD,Williamsport,PA,4.199,03APR2026,,Weekday,Rural,17701
MINIT MART #249,Nittany Minitmart,1450 E 3RD ST,Williamsport,PA,4.199,03APR2026,4.899,Weekday,Rural,17701
Wawa #8220,Wawa,164 Maynard St,Williamsport,PA,3.899,04APR2026,5.999,Weekend,Rural,17701
UNI-MART #330,Uni-Mart,2306 Lycoming Creek Rd,Williamsport,PA,3.999,04APR2026,5.559,Weekend,Rural,17701
HELLERS MARKET,Exxon,1941 Lycoming Creek Rd,Williamsport,PA,3.999,04APR2026,,Weekend,Rural,17701
WEIS GAS AND GO,Gas N Go (Weis),1916 Lycoming Creek Rd,Williamsport,PA,3.999,04APR2026,5.699,Weekend,Rural,17701
7-ELEVEN #40423,7-Eleven,1601 Dewey Ave,Williamsport,PA,3.999,04APR2026,,Weekend,Rural,17701
HARVEST MOON,Unbranded,535 Arch St,Williamsport,PA,3.999,04APR2026,5.799,Weekend,Rural,17701
COWDENS FAMILY MARKET,Sunoco,3725 Lycoming Creek Rd,Cogan Station,PA,3.999,04APR2026,5.999,Weekend,Rural,17701
SHEETZ #336,Sheetz,105 Maynard St,Williamsport,PA,3.999,04APR2026,5.999,Weekend,Rural,17701
SHEETZ #283,Sheetz,330 Westminster Dr,Williamsport,PA,3.999,04APR2026,5.999,Weekend,Rural,17701
EXXON,Exxon,1220 River Ave,Williamsport,PA,4.199,04APR2026,,Weekend,Rural,17701
SUNOCO,Sunoco,1300 Washington Blvd,Williamsport,PA,4.199,04APR2026,,Weekend,Rural,17701
MINIT MART #249,Nittany Minitmart,1450 E 3rd St,Williamsport,PA,4.199,04APR2026,6.299,Weekend,Rural,17701
WEIS GAS AND GO,Gas N Go (Weis),1916 Lycoming Creek Rd,Williamsport,PA,3.599,05APR2026,5.699,Weekend,Rural,17701
Wawa #8220,Wawa,164 Maynard St,Williamsport,PA,3.899,05APR2026,5.999,Weekend,Rural,17701
HELLERS MARKET,Exxon,1941 Lycoming Creek Rd,Williamsport,PA,3.999,05APR2026,,Weekend,Rural,17701
7-ELEVEN #40423,7-Eleven,1601 Dewey Ave,Williamsport,PA,3.999,05APR2026,,Weekend,Rural,17701
COWDENS FAMILY MARKET,Sunoco,3725 Lycoming Creek Rd,Cogan Station,PA,3.999,05APR2026,5.999,Weekend,Rural,17701
SHEETZ #336,Sheetz,105 Maynard St,Williamsport,PA,3.999,05APR2026,5.999,Weekend,Rural,17701
SHEETZ #283,Sheetz,330 Westminster Dr,Williamsport,PA,3.999,05APR2026,5.999,Weekend,Rural,17701
EXXON,Exxon,1220 River Ave,Williamsport,PA,4.199,05APR2026,,Weekend,Rural,17701
MINIT MART #249,Nittany Minitmart,1450 E 3rd St,Williamsport,PA,4.199,05APR2026,4.899,Weekend,Rural,17701
UNI-MART #330,Uni-Mart,2306 LYCOMING CREEK RD,Williamsport,PA,3.999,06APR2026,5.559,Weekday,Rural,17701
HELLERS MARKET,Exxon,1941 LYCOMING CREEK RD,Williamsport,PA,3.999,06APR2026,,Weekday,Rural,17701
KWIK FILL #193,Kwik Fill,2601 LYCOMING CREEK RD,Williamsport,PA,3.999,06APR2026,,Weekday,Rural,17701
7-ELEVEN #40423,7-Eleven,1601 DEWEY AVE,Williamsport,PA,3.999,06APR2026,,Weekday,Rural,17701
CONOCO,Conoco,1431 HIGH ST,Williamsport,PA,3.999,06APR2026,,Weekday,Rural,17701
6th and High Mini Mart,Unbranded,1037 HIGH ST,Williamsport,PA,3.999,06APR2026,,Weekday,Rural,17701
HARVEST MOON,Unbranded,535 ARCH ST,Williamsport,PA,3.999,06APR2026,5.799,Weekday,Rural,17701
COWDENS FAMILY MARKET,Sunoco,3725 LYCOMING CREEK RD,Cogan Station,PA,3.999,06APR2026,,Weekday,Rural,17701
KWIK FILL #192,Kwik Fill,2705 W 4TH ST,Williamsport,PA,3.999,06APR2026,,Weekday,Rural,17701
Wawa #8220,Wawa,164 MAYNARD ST,Williamsport,PA,4.099,06APR2026,5.999,Weekday,Rural,17701
SHEETZ #336,Sheetz,105 MAYNARD ST,Williamsport,PA,4.099,06APR2026,5.999,Weekday,Rural,17701
SHEETZ #283,Sheetz,330 WESTMINSTER DR,Williamsport,PA,4.099,06APR2026,5.999,Weekday,Rural,17701
MINIT MART #243,Nittany Minitmart,2300 W 4TH ST,Williamsport,PA,4.199,06APR2026,,Weekday,Rural,17701
EXXON,Exxon,1220 RIVER AVE,Williamsport,PA,4.199,06APR2026,,Weekday,Rural,17701
SUNOCO,Sunoco,1300 WASHINGTON BLVD,Williamsport,PA,4.199,06APR2026,,Weekday,Rural,17701
MINIT MART #249,Nittany Minitmart,1450 E 3RD ST,Williamsport,PA,4.199,06APR2026,6.299,Weekday,Rural,17701
UNI-MART #330,Uni-Mart,2306 LYCOMING CREEK RD,Williamsport,PA,3.999,07APR2026,5.559,Weekday,Rural,17701
7-ELEVEN #40423,7-Eleven,1601 DEWEY AVE,Williamsport,PA,3.999,07APR2026,,Weekday,Rural,17701
CONOCO,Conoco,1431 HIGH ST,Williamsport,PA,3.999,07APR2026,,Weekday,Rural,17701
COWDENS FAMILY MARKET,Sunoco,3725 LYCOMING CREEK RD,Cogan Station,PA,3.999,07APR2026,5.999,Weekday,Rural,17701
Wawa #8220,Wawa,164 MAYNARD ST,Williamsport,PA,3.999,07APR2026,5.999,Weekday,Rural,17701
KWIK FILL #194,Kwik Fill,843 US HIGHWAY 15,Williamsport,PA,3.999,07APR2026,,Weekday,Rural,17701
KWIK FILL #193,Kwik Fill,2601 LYCOMING CREEK RD,Williamsport,PA,4.099,07APR2026,,Weekday,Rural,17701
6th and High Mini Mart,Unbranded,1037 HIGH ST,Williamsport,PA,4.099,07APR2026,,Weekday,Rural,17701
HARVEST MOON,Unbranded,535 ARCH ST,Williamsport,PA,4.099,07APR2026,5.799,Weekday,Rural,17701
SHEETZ #336,Sheetz,105 MAYNARD ST,Williamsport,PA,4.099,07APR2026,5.999,Weekday,Rural,17701
KWIK FILL #192,Kwik Fill,2705 W 4TH ST,Williamsport,PA,4.099,07APR2026,,Weekday,Rural,17701
SHEETZ #283,Sheetz,330 WESTMINSTER DR,Williamsport,PA,4.099,07APR2026,5.999,Weekday,Rural,17701
HELLERS MARKET,Exxon,1941 LYCOMING CREEK RD,Williamsport,PA,4.199,07APR2026,,Weekday,Rural,17701
EXXON,Exxon,1220 RIVER AVE,Williamsport,PA,4.199,07APR2026,,Weekday,Rural,17701
SUNOCO,Sunoco,1300 WASHINGTON BLVD,Williamsport,PA,4.199,07APR2026,,Weekday,Rural,17701
MINIT MART #249,Nittany Minitmart,1450 E 3RD ST,Williamsport,PA,4.199,07APR2026,6.299,Weekday,Rural,17701
UNI-MART #330,Uni-Mart,2306 LYCOMING CREEK RD,Williamsport,PA,3.999,08APR2026,5.699,Weekday,Rural,17701
